name,source,gender,wikidata,type
"Nouvelle Impasse des Salorges",,,,relation
"Parcours Commémoratif",,,,way
"Parcours Méditatif",,,,way
"Parvis des Nefs",,,,way
"Passage André Crétaux",,,,relation
"Passage Baco",,,,way
"Passage Bernard",,,,relation
"Passage Berthault",,,,relation
"Passage Bouchaud",,,,way
"Passage Cambrai",,,,way
"Passage Cœur de Nantes",,,,way
"Passage Douard",,,,relation
"Passage Eugène Livet",,,,relation
"Passage Félibien",,,,relation
"Passage Lecuyer",,,,relation
"Passage Lucien Guitteny",,,,way
"Passage Nina Verde",,,,relation
"Passage Pommeraye",,,,relation
"Passage Proutier",,,,relation
"Passage Robin",,,,relation
"Passage Saint-Aignan",,,,relation
"Passage Saint-Yves",,,,relation
"Passage Sainte-Croix",,,,way
"Passage Tonkinois",,,,way
"Passage d'Orléans",,,,relation
"Passage de la Châtelaine",,,,way
"Passage de la Poule Noire",,,,relation
"Passage de la Ville en Brique",,,,relation
"Passage des Écoles",,,,relation
"Passage des Oberle",,,,relation
"Passage des Petites Sœurs des Pauvres",,,,relation
"Passage du Caroussel",,,,way
"Passage du Carrousel",,,,relation+way
"Passage du Commerce",,,,relation
"Passage du Petit Bois",,,,relation
"Passerelle voie verte",,,,way
"Périphérique Extérieur - L’Océane",,,,way
"Périphérique Extérieur - Pont de Cheviré",,,,way
"Périphérique Intérieur - L’Océane",,,,way
"Périphérique Intérieur - Pont de Cheviré",,,,way
"Petit Chemin de la Gaudinière",,,,relation
"Petit Chemin des Chaupières",,,,relation
"Petit Passage Saint-Yves",,,,relation
"Petite Avenue Chanteclerc",,,,relation
"Petite Avenue Saint-Clair",,,,relation
"Petite Avenue Villeneuve La Lande",,,,relation
"Petite Avenue de Longchamp",,,,relation+way
"Petite Avenue de la Coquetterie",,,,relation
"Petite Avenue du Gué Moreau",,,,way
"Petite Rue Noury",,,,relation
"Place Aimé Delrue",,,,way
"Place Albert Athimon",,,,way
"Place Anatole France",,,,relation
"Place Châteaubriand",,,,way
"Place Clémence Lefeuvre",,,,relation
"Place Concarneau",,,,way
"Place Danton",,,,relation
"Place Delorme",,,,relation
"Place Édmée-Chandon",,,,way
"Place Émile Cohl",,,,relation
"Place Émile Fritsch",,,,relation
"Place Émile Sarradin",,,,relation
"Place Gabriel Trarieux",,,,relation
"Place Gaston Defferre",,,,relation
"Place Général Mellinet",,,,relation
"Place Geneviève Vix",,,,way
"Place Hannah Arendt",,,,relation
"Place Jean-Marie Potiron",,,,way
"Place Marguerite Rouvière",,,,way
"Place Marion Cahour",,,,relation
"Place Puvis de Chavannes",,,,relation
"Place René Bouhier",,,,relation+way
"Place Royale",,,,relation
"Place Saint-Clair",,,,relation
"Place Saint-Jean",,,,relation
"Place Saint-Pierre",,,,relation+way
"Place Saint-Similien",,,,relation
"Place Saint-Vincent",,,,relation+way
"Place Sainte-Croix",,,,relation
"Place Suzanne Noël",,,,relation
"Place Victoire Durand-Gasselin-Friésé",,,,way
"Place Victor Richard",,,,relation
"Place de Grillaud",,,,relation
"Place de Perros-Guirec",,,,relation
"Place de l'Écluse",,,,relation+way
"Place de l'Édit de Nantes",,,,relation
"Place de l'Hôtel de Ville",,,,relation+way
"Place de l'Oratoire",,,,relation
"Place de la Basse Mar",,,,relation+way
"Place de la Bonde",,,,way
"Place de la Chapelle",,,,relation
"Place de la Concorde de Sèvre",,,,relation
"Place de la Fontaine Morgane",,,,way
"Place de la Galarne",,,,relation
"Place de la Guiroué",,,,relation+way
"Place de la Manu",,,,relation
"Place de la Médaille Militaire",,,,way
"Place de la Monnaie",,,,relation
"Place de la Nation",,,,relation
"Place de la Patience",,,,relation
"Place de la Petite Hollande",,,,relation
"Place de la Rochelle",,,,relation
"Place des Dervallières",,,,relation
"Place des Garennes",,,,relation
"Place des Lauriers",,,,relation
"Place des Ombragères",,,,relation
"Place des Petits Murs",,,,relation
"Place du 11e Train des Équipages",,,,way
"Place du 8 Mai 1945",,,,way
"Place du Baut",,,,relation+way
"Place du Bourg",,,,relation+way
"Place du Carré Gris",,,,way
"Place du Change",,,,relation
"Place du Croisic",,,,relation+way
"Place du Falleron",,,,relation
"Place du Journal",,,,relation
"Place du Manège",,,,relation
"Place du Martray",,,,relation+way
"Place du Muguet Nantais",,,,relation
"Place du Petit Bois",,,,relation+way
"Place du Pont Morand",,,,relation
"Place du Port Communeau",,,,relation
"Place du Puits aux Images",,,,relation
"Place du Ralliement",,,,relation
"Place du Repos de Chasse",,,,relation
"Place du Sanitat",,,,relation
"Place du Vieux Doulon",,,,relation+way
"Pont Général de la Motte Rouge",,,,way
"Pont de Pont-Rousseau",,,,way
"Pont de la Jonelière",,,,way
"Pont de la Tortière",,,,way
"Pont de secours",,,,way
"Pont des Américains",,,,way
"Pont des Trois Continents",,,,way
"Ponton de Gachet",,,,way
"Promenade Europa",,,,relation+way
"Promenade Van Iseghem",,,,way
"Promenade des Nefs",,,,way
"Promenade du Couchant",,,,way
"Quai Halleray",,,,way
"Quai Marquis d'Aiguillon",,,,relation
"Quai Président Wilson",,,,relation
"Quai de Roche Maurice",,,,relation
"Quai de Versailles",,,,relation
"Quai de la Jonelière",,,,relation
"Quai du Cordon Bleu",,,,relation
"Quai du Halleray",,,,relation
"Rampe d'accès",,,,way
"Résidence Duguesclin",,,,way
"Rond-Point Marin Poirier",,,,relation
"Rond-Point de Vannes",,,,way
"Rond-Point de la Bernardière",,,,way
"Rond-Point de la Fontaine Salée",,,,way
"Rond-Point de la Gréneraie",,,,way
"Rond-Point de la Janvraie",,,,way
"Rond-Point de la Louisiane",,,,way
"Rond-Point de la Noë",,,,way
"Rond-Point de la Rivière",,,,way
"Rond-Point des Combattants d'Indochine",,,,way
"Rond-Point des Frères de Goncourt",,,,way
"Rond-point de la Louisiane",,,,way
"Route de Gachet",,,,relation+way
"Route de Pompierre",,,,relation+way
"Route de Rennes (Nantes)",,,,relation
"Route de Rennes (Orvault)",,,,relation
"Route de Saint-Herblain",,,,relation
"Route de Saint-Sébastien",,,,relation+way
"Route de Saint-Sébastien (Côté Nantes)",,,,relation
"Route de Vannes (Saint-Herblain)",,,,relation
"Route de la Jonelière",,,,relation+way
"Route du Morbihan (Carquefou)",,,,relation
"Rue Abbé Patron",,,,relation
"Rue Albert Dory",,,,relation
"Rue Amand Guindré",,,,relation
"Rue Ameline",,,,relation
"Rue André Gabriel",,,,relation
"Rue André Hougron",,,,relation+way
"Rue Anizon",,,,relation
"Rue Arago",,,,relation
"Rue Armand Brossard",,,,relation
"Rue Auguste Menoret",,,,way
"Rue Bariller",,,,relation
"Rue Baron",,,,relation
"Rue Basse Creuse",,,,relation
"Rue Basse Porte",,,,relation
"Rue Basse Saulzaie",,,,way
"Rue Beauregard",,,,relation
"Rue Beaurepaire",,,,relation
"Rue Bélanton",,,,relation
"Rue Belle-Image",,,,relation
"Rue Bellitourne",,,,relation
"Rue Bernadette",,,,relation
"Rue Bernard",,,,relation
"Rue Bias",,,,relation
"Rue Bonne Garde",,,,relation
"Rue Bonne Louise",,,,relation
"Rue Bouchaud",,,,relation
"Rue Camille Berruyer",,,,relation
"Rue Camille Pissarro",,,,relation
"Rue Cardinal Richard",,,,relation
"Rue Cardine",,,,way
"Rue Célestin Freinet",,,,relation
"Rue Centrale",,,,relation
"Rue Champenois",,,,relation
"Rue Chanteclerc",,,,relation
"Rue Charles Audrain",,,,relation
"Rue Charles Roger",,,,relation
"Rue Charly",,,,relation
"Rue Charyau",,,,relation
"Rue Chauvin",,,,relation
"Rue Chéneau",,,,relation
"Rue Chevalier Thiercelin",,,,relation
"Rue Cheviré",,,,relation
"Rue Claude Guillon-Verne",,,,relation
"Rue Claude et Simone Millot",,,,relation+way
"Rue Clio",,,,relation
"Rue Cochard-Polenne",,,,relation
"Rue Columelle",,,,relation
"Rue Commandant Henri Viot",,,,relation
"Rue Commandant Noury",,,,relation
"Rue Commandant Rivière",,,,relation
"Rue Commandant-Boulay",,,,relation
"Rue Contrescarpe",,,,relation
"Rue Corneille",,,,relation
"Rue Costes et Le Brix",,,,relation
"Rue Didienne",,,,relation
"Rue Docteur Brindeau",,,,relation
"Rue Docteur Georges Labeyrie",,,,relation
"Rue Docteur Grimaud",,,,relation
"Rue Docteur Heurteaux",,,,relation
"Rue Docteur Jules Sébilleau",,,,relation
"Rue Docteur Paul Macé",,,,relation
"Rue Docteur Teillais",,,,relation
"Rue Dominique Chateigner",,,,relation
"Rue Donatien Bahaud",,,,relation
"Rue Dufour",,,,relation
"Rue Durance",,,,relation
"Rue Élie Crépeau",,,,relation
"Rue Elsa Cayat",,,,relation
"Rue Émile Péhant",,,,relation
"Rue Étienne Hervais",,,,relation
"Rue Étienne Mahot",,,,relation
"Rue Eugène Bégarie",,,,relation
"Rue Eugène Tessier",,,,relation
"Rue Eugènie Violé",,,,relation
"Rue Fanny Peccot",,,,relation
"Rue Félix Lemoine",,,,relation
"Rue Félix Marquet",,,,relation
"Rue Firmin Colas",,,,relation
"Rue Fontaine de Barbin",,,,relation
"Rue Fontaine des Baronnies",,,,relation
"Rue Franceline Ribard",,,,relation
"Rue François Bruneau",,,,relation
"Rue François Farineau",,,,relation+way
"Rue François Salières",,,,relation
"Rue François Sire",,,,way
"Rue Frédureau",,,,relation
"Rue Frère Allaire",,,,way
"Rue Gabrielle Le Pan de Ligny",,,,relation
"Rue Gadebois",,,,relation
"Rue Garde Dieu",,,,relation
"Rue Gaston Veil",,,,relation
"Rue Général O'Neil",,,,relation
"Rue Geoffroy",,,,relation
"Rue Georges Bizot",,,,relation+way
"Rue Georges Charrier",,,,relation
"Rue Georges Le Mével",,,,relation+way
"Rue Georges Meynieu",,,,relation
"Rue Georges Mougenot",,,,way
"Rue Grande Biesse",,,,relation
"Rue Guichen",,,,relation
"Rue Guillard",,,,relation
"Rue Haute Casserie",,,,relation
"Rue Haute Saulzaie",,,,relation
"Rue Haute-Roche",,,,relation
"Rue Henri Bertrand",,,,relation
"Rue Henri Billot",,,,relation
"Rue Henri Brunellière",,,,relation
"Rue Henri Cochard",,,,relation
"Rue Henri Eugène Gouillard",,,,relation
"Rue Henri Jullin",,,,relation
"Rue Henri Loiret",,,,relation
"Rue Huchette",,,,relation+way
"Rue Jacquelin",,,,relation
"Rue Jacques Chambon",,,,relation
"Rue Jean Baptiste Favret",,,,relation
"Rue Jean Danais",,,,relation
"Rue Jean Galmont",,,,way
"Rue Jean Honoré Fragonard",,,,relation
"Rue Jean Huss",,,,relation
"Rue Jean Marie Potiron",,,,relation
"Rue Jean Olivesi",,,,relation+way
"Rue Jean Poulain",,,,relation+way
"Rue Jean Viel",,,,relation
"Rue Jean de La Fontaine",,,,relation
"Rue Jean-Baptiste Chardin",,,,relation
"Rue Jean-Baptiste Georget",,,,relation
"Rue Jean-Baptiste Olivaux",,,,relation
"Rue Jean-Louis de Girodet",,,,relation+way
"Rue Jeannine",,,,relation
"Rue Joncours",,,,relation
"Rue Joseph Blanchart",,,,relation
"Rue Joseph Moyse",,,,relation
"Rue Joseph Naud",,,,relation
"Rue Joyau",,,,relation
"Rue Jules Launey",,,,relation+way
"Rue Jules Polo",,,,relation
"Rue Jules Quiquandon",,,,way
"Rue Julien",,,,relation
"Rue Julien Duvivier",,,,relation
"Rue Julien Le Panse",,,,relation
"Rue Julienne David",,,,relation+way
"Rue Lambert",,,,relation
"Rue Landois",,,,relation
"Rue Lapeyrade",,,,relation
"Rue Le Nôtre",,,,relation
"Rue Lebrun",,,,relation
"Rue Lefèvre Utile",,,,relation
"Rue Léon Buerne",,,,relation
"Rue Léon Durocher",,,,relation
"Rue Léon Haury",,,,way
"Rue Louis Fortun",,,,relation
"Rue Louis Guiotton",,,,relation
"Rue Louis Mékarski",,,,relation
"Rue Lucien Aubert",,,,relation
"Rue Ludovic Lefièvre",,,,relation
"Rue Madame Louise Gravaud",,,,relation
"Rue Magdeleine",,,,relation
"Rue Maisdon Pajot",,,,relation
"Rue Malherbe",,,,relation
"Rue Marange Sylvange",,,,relation
"Rue Marans",,,,relation
"Rue Marcel et Marie Michel",,,,way
"Rue Marie Lebel",,,,relation
"Rue Maryse Guerlais",,,,relation
"Rue Marzelle de Grillaud",,,,relation
"Rue Maurice Guichard",,,,relation
"Rue Maurice Sibille",,,,relation
"Rue Maurice Terrien",,,,relation
"Rue Mauvoisins",,,,relation
"Rue Metzinger",,,,relation
"Rue Michel Monnier",,,,way
"Rue Michel Rocher",,,,relation
"Rue Minatte",,,,relation
"Rue Mondésir",,,,relation
"Rue Monfoulon",,,,relation
"Rue Monte au Ciel",,,,relation
"Rue Montesquieu",,,,relation
"Rue Moriceau-Thébault",,,,relation
"Rue Nadine Gordimer",,,,relation
"Rue Noire",,,,relation
"Rue Odette Puigaudeau",,,,way
"Rue Olivier",,,,relation
"Rue Olivier Evans",,,,relation
"Rue Olivier d'Ormesson",,,,relation
"Rue Pagan",,,,relation
"Rue Paré",,,,relation
"Rue Patria",,,,relation
"Rue Paul Dubois",,,,relation
"Rue Paul Griveaud",,,,relation
"Rue Paul Painlevé",,,,relation
"Rue Paul Pélisson",,,,relation
"Rue Paul Ramadier",,,,relation
"Rue Paul Thery",,,,relation
"Rue Pauline Roland",,,,relation
"Rue Pérelle",,,,relation
"Rue Perrault",,,,relation
"Rue Petite Biesse",,,,relation
"Rue Philippe de Cabrol",,,,relation
"Rue Pierre Chéreau",,,,relation
"Rue Pierre Magnol",,,,relation
"Rue Pierre Vidal-Naquet",,,,relation
"Rue Pierre Yvernogeau",,,,relation
"Rue Pitre de Lisle du Dreneuc",,,,relation
"Rue Portail",,,,relation
"Rue Porte Neuve",,,,relation
"Rue Président Desmars",,,,relation
"Rue Professeur Dubuisson",,,,relation
"Rue Professeur Eugène Cornet",,,,relation
"Rue Rameau",,,,relation
"Rue Régnier",,,,relation
"Rue Renan",,,,relation
"Rue René Rivet",,,,way
"Rue René Siegfried",,,,way
"Rue Richer",,,,relation
"Rue Richeux",,,,relation
"Rue Robert Schuman",,,,way
"Rue Roger Glotin",,,,relation
"Rue Rollin",,,,relation
"Rue Rubens",,,,relation
"Rue Russeil",,,,relation
"Rue Saget",,,,relation
"Rue Saint-Antoine",,,,relation
"Rue Saint-Charles",,,,relation
"Rue Saint-Denis",,,,relation
"Rue Saint-Donatien",,,,relation
"Rue Saint-François",,,,relation
"Rue Saint-Guénolé",,,,relation
"Rue Saint-Jean",,,,relation
"Rue Saint-Jean-Baptiste-de-La-Salle",,,,relation
"Rue Saint-Julien",,,,relation
"Rue Saint-Léonard",,,,relation
"Rue Saint-Mihiel",,,,relation
"Rue Saint-Nicolas",,,,relation
"Rue Saint-Pierre",,,,relation
"Rue Saint-Rogatien",,,,relation
"Rue Sainte-Croix",,,,relation
"Rue Sainte-Marthe",,,,relation
"Rue Sanlecque",,,,relation
"Rue Santeuil",,,,relation
"Rue Scribe",,,,relation
"Rue Sévigné",,,,relation
"Rue Sourdéac",,,,relation
"Rue Suffren",,,,relation
"Rue Suzanne Képès",,,,relation
"Rue Thomas-Maisonneuve",,,,relation
"Rue Timothée",,,,relation
"Rue Tiriau",,,,relation
"Rue Tivoli",,,,relation
"Rue Traversière",,,,relation
"Rue Ursule Chevalier",,,,relation
"Rue Vasco de Gama",,,,relation
"Rue Véphian",,,,relation
"Rue Xavier Avril",,,,relation
"Rue Yves Kartel",,,,relation
"Rue Yves Marie",,,,relation
"Rue d'Allonville",,,,relation
"Rue d'Ancin",,,,relation
"Rue d'Enfer",,,,relation
"Rue d'Houat",,,,relation
"Rue d'Iéna",,,,relation
"Rue d'Orléans",,,,relation
"Rue de Baccarat",,,,relation
"Rue de Barbin",,,,relation
"Rue de Barbotte",,,,relation
"Rue de Bel Air",,,,relation+way
"Rue de Bellevue",,,,relation
"Rue de Briord",,,,relation
"Rue de Chambellan",,,,relation
"Rue de Chateaulin",,,,relation
"Rue de Clermont",,,,relation
"Rue de Coetquelfen",,,,relation
"Rue de Concarneau",,,,relation
"Rue de Coulonge",,,,relation
"Rue de Courville",,,,relation
"Rue de Douarnenez",,,,relation
"Rue de Frasnoy",,,,relation
"Rue de Friedland",,,,relation
"Rue de Gigant",,,,relation
"Rue de Gorges",,,,relation
"Rue de Goulphar",,,,relation
"Rue de Gourmalon",,,,relation
"Rue de Grillaud",,,,relation
"Rue de Guérande",,,,relation
"Rue de Joigny",,,,relation
"Rue de Kéren",,,,way
"Rue de Kerlédé",,,,relation
"Rue de Larey",,,,relation
"Rue de Magnanne",,,,relation+way
"Rue de Malitourne",,,,relation
"Rue de Mallève",,,,relation
"Rue de Mindin",,,,relation
"Rue de Miséricorde",,,,relation
"Rue de Miséry",,,,way
"Rue de Monastir",,,,relation+way
"Rue de Montbazon",,,,relation
"Rue de Mourzouk",,,,relation
"Rue de Noirmoutier",,,,relation
"Rue de Pessac",,,,relation
"Rue de Pilleux",,,,relation
"Rue de Pimodan",,,,relation
"Rue de Plaisance",,,,relation
"Rue de Planiol",,,,way
"Rue de Ploërmel",,,,relation
"Rue de Pont Aven",,,,relation
"Rue de Pontecorvo",,,,way
"Rue de Port Maria",,,,relation
"Rue de Port la Blanche",,,,relation
"Rue de Préaulx",,,,relation+way
"Rue de Préfailles",,,,relation
"Rue de Questembert",,,,relation
"Rue de Racapé",,,,relation
"Rue de Richebourg",,,,relation
"Rue de Rieux",,,,relation
"Rue de Savenay",,,,relation
"Rue de Sèvre",,,,relation
"Rue de Talensac",,,,relation
"Rue de Tharon",,,,relation
"Rue de Thoiry",,,,relation
"Rue de Toul",,,,relation
"Rue de Touraine",,,,relation
"Rue de Toutes Joies",,,,relation
"Rue de Tréméac",,,,relation
"Rue de Vertais",,,,relation
"Rue de Vienne",,,,relation
"Rue de Wassy",,,,relation
"Rue de l'Abbaye",,,,relation
"Rue de l'Abreuvoir",,,,relation
"Rue de l'Allouée",,,,relation
"Rue de l'Amazonie",,,,relation
"Rue de l'Ancienne Monnaie",,,,way
"Rue de l'Échappée",,,,relation
"Rue de l'Échelle",,,,relation+way
"Rue de l'École",,,,relation
"Rue de l'Écusson",,,,way
"Rue de l'Embarcadère",,,,way
"Rue de l'Émery",,,,relation
"Rue de l'Émeu",,,,relation
"Rue de l'Enchanterie",,,,relation
"Rue de l'Enclume",,,,relation
"Rue de l'Entreprise",,,,way
"Rue de l'Épine",,,,relation
"Rue de l'Éraudière",,,,relation
"Rue de l'Espérance",,,,relation
"Rue de l'Étang",,,,relation
"Rue de l'Étier",,,,relation
"Rue de l'Évêché",,,,relation
"Rue de l'Hermitage",,,,relation
"Rue de l'Hôtel de Ville",,,,relation
"Rue de l'Houmaille",,,,relation+way
"Rue de l'Île Botty",,,,way
"Rue de l'Île Pointière",,,,relation
"Rue de l'Île aux Moutons",,,,relation
"Rue de l'Industrie",,,,relation
"Rue de l'Olivraie",,,,relation
"Rue de l'Ouche Bignon",,,,relation
"Rue de l'Ouche Buron",,,,relation
"Rue de l'Ouche Cormier",,,,relation
"Rue de l'Ouche de Versailles",,,,relation
"Rue de l'Ouchette",,,,relation
"Rue de l'Ouest",,,,relation
"Rue de la Bâclerie",,,,relation
"Rue de la Barillerie",,,,relation
"Rue de la Basinerie",,,,relation
"Rue de la Basse Chênaie",,,,relation
"Rue de la Basse Houche",,,,relation
"Rue de la Bastille",,,,relation+way
"Rue de la Béraudière",,,,relation
"Rue de la Bertinière",,,,relation
"Rue de la Biscuiterie",,,,relation
"Rue de la Blanchetière",,,,relation
"Rue de la Bléterie",,,,relation
"Rue de la Boisselée",,,,way
"Rue de la Boissière",,,,relation
"Rue de la Boucherie",,,,relation+way
"Rue de la Bouquinière",,,,relation
"Rue de la Bourgeonnière",,,,relation
"Rue de la Brasserie",,,,relation
"Rue de la Bregeonnière",,,,relation
"Rue de la Brianderie",,,,relation
"Rue de la Cadoire",,,,way
"Rue de la Caillette",,,,relation
"Rue de la Cale Crucy",,,,relation
"Rue de la Calvinière",,,,relation
"Rue de la Candiserie",,,,relation
"Rue de la Carterie",,,,relation
"Rue de la Chevalerie",,,,relation
"Rue de la Chevasnerie",,,,relation
"Rue de la Chicotière",,,,way
"Rue de la Clavurerie",,,,relation
"Rue de la Colétrie",,,,relation
"Rue de la Colinière",,,,relation
"Rue de la Conardière",,,,relation
"Rue de la Confiserie",,,,relation
"Rue de la Corniche",,,,relation
"Rue de la Corrèze",,,,relation
"Rue de la Coulée",,,,relation
"Rue de la Coutancière",,,,way
"Rue de la Croix",,,,relation
"Rue de la Croix Rouge",,,,relation
"Rue de la Cure",,,,relation
"Rue de la Distillerie",,,,relation
"Rue de la Duchesse",,,,relation
"Rue de la Durantière",,,,relation
"Rue de la Falaise",,,,relation
"Rue de la Fauvette",,,,relation
"Rue de la Favrie (côté Nantes)",,,,relation
"Rue de la Fédération",,,,relation
"Rue de la Ferme du Rû",,,,relation
"Rue de la Fonderie (côté Nantes)",,,,relation
"Rue de la Fontaine Caron",,,,relation+way
"Rue de la Fontaine Salée",,,,relation+way
"Rue de la Fosse",,,,relation+way
"Rue de la Fruitière",,,,relation
"Rue de la Garde",,,,relation
"Rue de la Gaudinière",,,,relation+way
"Rue de la Géraudière",,,,relation
"Rue de la Gilarderie",,,,relation
"Rue de la Gourmette",,,,relation+way
"Rue de la Grèneraie",,,,relation
"Rue de la Grèneraie (côté Nantes)",,,,relation
"Rue de la Haltinière",,,,relation
"Rue de la Haluchère",,,,relation
"Rue de la Haute Forêt",,,,relation
"Rue de la Haute Mitrie",,,,relation
"Rue de la Hunaudais",,,,relation
"Rue de la Jalotterie",,,,relation
"Rue de la Janvraie",,,,way
"Rue de la Juiverie",,,,relation
"Rue de la Libération",,,,relation
"Rue de la Lombarderie",,,,relation
"Rue de la Lune d'Eau",,,,relation
"Rue de la Mainguais",,,,relation+way
"Rue de la Maison Blanche",,,,relation
"Rue de la Marrière",,,,relation
"Rue de la Martinière",,,,relation
"Rue de la Mayenne",,,,relation
"Rue de la Mélinière",,,,relation
"Rue de la Michaudière",,,,relation+way
"Rue de la Mitrie",,,,relation
"Rue de la Moisdonnière",,,,relation
"Rue de la Montagne",,,,relation+way
"Rue de la Morinière",,,,relation
"Rue de la Mousson",,,,relation
"Rue de la Moutonnerie",,,,relation
"Rue de la Mutualité",,,,relation
"Rue de la Noë",,,,relation
"Rue de la Noë Garreau",,,,relation
"Rue de la Noë de l'Épinette",,,,relation
"Rue de la Papotière",,,,relation
"Rue de la Patience",,,,relation
"Rue de la Patouillerie",,,,relation
"Rue de la Pâture",,,,relation
"Rue de la Pavotière",,,,relation
"Rue de la Pelleterie",,,,relation
"Rue de la Pépinière",,,,relation
"Rue de la Perrière",,,,relation
"Rue de la Persévérance",,,,relation+way
"Rue de la Perverie",,,,relation+way
"Rue de la Petite Mitrie",,,,relation
"Rue de la Petite Noë",,,,relation
"Rue de la Petite Reine",,,,relation
"Rue de la Petite Roche",,,,relation
"Rue de la Petite Sensive",,,,relation+way
"Rue de la Pierre Nantaise",,,,relation
"Rue de la Planche au Gué",,,,relation+way
"Rue de la Pompe",,,,relation
"Rue de la Porte Douillard",,,,relation
"Rue de la Porte Gellée",,,,relation
"Rue de la Potonnerie",,,,relation
"Rue de la Prairie d'Aval",,,,relation
"Rue de la Prière",,,,relation
"Rue de la Rainière",,,,relation
"Rue de la Renaudière",,,,relation
"Rue de la Réussite",,,,relation
"Rue de la Ripossière",,,,relation
"Rue de la Riveterie",,,,relation
"Rue de la Rivière",,,,relation
"Rue de la Roseraie",,,,relation
"Rue de la Rosière d'Artois",,,,relation
"Rue de la Ruette",,,,relation
"Rue de la Salle Verte",,,,relation
"Rue de la Sapinière",,,,relation
"Rue de la Saulzinière",,,,relation
"Rue de la Savaudière",,,,relation
"Rue de la Save",,,,relation
"Rue de la Savonnerie",,,,relation
"Rue de la Sirène",,,,relation
"Rue de la Souillarderie",,,,relation
"Rue de la Source",,,,relation
"Rue de la Tannerie",,,,relation
"Rue de la Tourtelière",,,,way
"Rue de la Tramontane",,,,relation
"Rue de la Trémissinière",,,,relation
"Rue de la Tullaye",,,,relation
"Rue de la Turballe",,,,relation
"Rue de la Verrerie",,,,relation
"Rue de la Victoire",,,,relation
"Rue de la Vierge",,,,relation
"Rue de la Villa Maria",,,,relation
"Rue de la Ville aux Roses",,,,relation
"Rue de la Ville en Bois",,,,relation
"Rue des 3 Mares",,,,relation+way
"Rue des Agenêts",,,,relation
"Rue des Alisiers",,,,relation
"Rue des Ancolies",,,,relation
"Rue des Architectes",,,,relation
"Rue des Artisans",,,,relation
"Rue des Aveneaux",,,,relation
"Rue des Basses Landes",,,,way
"Rue des Bons Français",,,,relation
"Rue des Bosquets",,,,relation
"Rue des Bosselles",,,,relation
"Rue des Bourderies",,,,relation
"Rue des Bourdonnières",,,,relation
"Rue des Cadeniers",,,,relation
"Rue des Canaris",,,,relation
"Rue des Cap-Horniers",,,,relation
"Rue des Capitaines de Clerville",,,,relation
"Rue des Carmélites",,,,relation
"Rue des Carnavaliers",,,,relation
"Rue des Castors",,,,relation
"Rue des Catalpas",,,,relation
"Rue des Chambelles",,,,relation+way
"Rue des Chantiers de Crucy",,,,relation
"Rue des Chapeliers",,,,relation
"Rue des Chardonnerets",,,,relation
"Rue des Charmilles",,,,relation
"Rue des Châtaigniers",,,,relation+way
"Rue des Chaupières",,,,relation
"Rue des Citrines",,,,relation
"Rue des Civelles",,,,relation+way
"Rue des Collines",,,,relation
"Rue des Colporteurs",,,,relation
"Rue des Corettes",,,,relation
"Rue des Courtils",,,,relation
"Rue des Dervallières",,,,relation
"Rue des Dolines",,,,relation+way
"Rue des Écachoirs",,,,relation
"Rue des Échevins",,,,relation
"Rue des Épinettes",,,,relation
"Rue des Épis",,,,relation
"Rue des Eucalyptus",,,,relation
"Rue des Ferblantiers",,,,relation
"Rue des Feuillantines",,,,relation
"Rue des Fleurs",,,,relation
"Rue des Folies Chaillou",,,,relation
"Rue des Forges",,,,relation
"Rue des Fougères",,,,relation
"Rue des Français Libres",,,,relation
"Rue des Frênes",,,,relation
"Rue des Friches",,,,relation
"Rue des Fromenteaux",,,,relation
"Rue des Garennes",,,,relation
"Rue des Genêts",,,,relation
"Rue des Genévriers",,,,relation
"Rue des Giraudais",,,,relation
"Rue des Girondins",,,,relation
"Rue des Glénans",,,,relation
"Rue des Gobelets",,,,relation
"Rue des Grands Pâtis",,,,relation+way
"Rue des Granits",,,,relation
"Rue des Grenadiers",,,,relation
"Rue des Grenouilles",,,,relation
"Rue des Halles",,,,relation
"Rue des Halliers (côté Nantes)",,,,relation
"Rue des Halliers (côté Vertou)",,,,relation
"Rue des Halquinières",,,,relation
"Rue des Hauts Pavés",,,,relation
"Rue des Hauts de Saint-Joseph",,,,relation
"Rue des Herses",,,,relation
"Rue des Hêtres",,,,relation
"Rue des Hibiscus",,,,relation
"Rue des Landes",,,,relation
"Rue des Maraîchers",,,,relation+way
"Rue des Marchandises",,,,relation
"Rue des Marins",,,,relation
"Rue des Marsauderies",,,,relation
"Rue des Martyrs",,,,relation+way
"Rue des Merisiers",,,,relation
"Rue des Œillets",,,,relation
"Rue des Ormes",,,,relation
"Rue des Pâquerettes",,,,relation
"Rue des Pavillons",,,,relation+way
"Rue des Pays de la Loire",,,,relation
"Rue des Pénitentes",,,,relation
"Rue des Perrières",,,,relation
"Rue des Perrines",,,,relation
"Rue des Petites Écuries",,,,relation
"Rue des Petits Coteaux",,,,relation
"Rue des Piballiers",,,,relation
"Rue des Pivoines",,,,relation
"Rue des Plantes",,,,relation+way
"Rue des Poissonniers",,,,relation
"Rue des Poupardières",,,,relation
"Rue des Pourpiers",,,,relation
"Rue des Prés",,,,relation
"Rue des Primevères",,,,relation
"Rue des Pruniers",,,,relation
"Rue des Quarts de Barbin",,,,relation
"Rue des Récollets",,,,relation
"Rue des Réformes",,,,relation
